EventID,EventName,Title,Time,Text,Url
E377,Protests against the Iraq War,Iraq War Protest - Seattle,2006-07-03 00:00:00,./E377_Protests against the Iraq War/E377_3.txt,https://www.youtube.com/watch?v=opXl7xjE4iM
E377,Protests against the Iraq War,SEATTLE IRAQ WAR PROTEST FEBRUARY 15 2003,2007-02-15 00:00:00,./E377_Protests against the Iraq War/E377_15.txt,https://www.youtube.com/watch?v=_sqr2dz7kPo
E377,Protests against the Iraq War,Iraq War Protest in SF,2007-03-19 00:00:00,./E377_Protests against the Iraq War/E377_17.txt,https://www.youtube.com/watch?v=8_eTjrkJE9w
E377,Protests against the Iraq War,Iraq War Protests,2008-03-16 00:00:00,./E377_Protests against the Iraq War/E377_4.txt,https://www.youtube.com/watch?v=kH6SXaMhyiU
E377,Protests against the Iraq War,Dozens Protest Iraq War,2008-03-19 00:00:00,./E377_Protests against the Iraq War/E377_16.txt,https://www.youtube.com/watch?v=x4q_04BDZos
E377,Protests against the Iraq War,Iraq War Protest,2008-03-25 00:00:00,./E377_Protests against the Iraq War/E377_11.txt,https://www.youtube.com/watch?v=dPXpqJhcpN8
E384,Iowa flood of 2008,"Decorah, Iowa Flood of 2008",2008-06-10 00:00:00,./E384_Iowa flood of 2008/E384_15.txt,https://www.youtube.com/watch?v=cW4AH6arI3A
E384,Iowa flood of 2008,"Decorah, Iowa Flood of 2008",2008-06-10 00:00:00,./E384_Iowa flood of 2008/E384_16.txt,https://www.youtube.com/watch?v=ZgUzqXOq4Jc
E384,Iowa flood of 2008,"Historic Flooding in Cedar Rapids, Iowa",2008-06-12 00:00:00,./E384_Iowa flood of 2008/E384_3.txt,https://www.youtube.com/watch?v=Cxq8BbtOxSo
E384,Iowa flood of 2008,iowa floods of 2008,2008-06-13 00:00:00,./E384_Iowa flood of 2008/E384_19.txt,https://www.youtube.com/watch?v=NKTLmq1t4MQ
E384,Iowa flood of 2008,"CEDAR RAPIDS, IOWA - FLOOD OF 2008",2008-06-14 00:00:00,./E384_Iowa flood of 2008/E384_5.txt,https://www.youtube.com/watch?v=a4nHpqkd34M
E384,Iowa flood of 2008,"Flood of 2008 Cedar Rapids IA june 12 ,2008",2008-06-14 00:00:00,./E384_Iowa flood of 2008/E384_11.txt,https://www.youtube.com/watch?v=acf60L4zxng
E384,Iowa flood of 2008,"Flood Of 2008 Cedar Rapids, Iowa",2008-06-14 00:00:00,./E384_Iowa flood of 2008/E384_14.txt,https://www.youtube.com/watch?v=PVQxhTAQ-rw
E384,Iowa flood of 2008,Aerial footage of the Des Moines floods of 2008,2008-06-15 00:00:00,./E384_Iowa flood of 2008/E384_4.txt,https://www.youtube.com/watch?v=Uv5DcwJXFaE
E384,Iowa flood of 2008,pics of the iowa flood of 2008,2008-06-15 00:00:00,./E384_Iowa flood of 2008/E384_12.txt,https://www.youtube.com/watch?v=8JzFcpLl2uI
E384,Iowa flood of 2008,"Flood of 2008 (Cedar Rapids, Iowa)",2008-06-16 00:00:00,./E384_Iowa flood of 2008/E384_13.txt,https://www.youtube.com/watch?v=3TD394TRXZM
